"Id","Expected"
65148,4.00536784393289
65149,3.35131189721686
65150,5.04073696137864
65151,3.99782648773877
65152,2.03743899738944
65153,3.66378192325675
65154,4.36448986315617
65155,4.01894351578227
65156,4.4186270775626
65157,3.59502774581513
65158,3.6593524369886
65159,3.55130530589171
65160,4.53484371864355
65161,4.57175247685898
65162,2.82157803844551
65163,2.34418392776308
65164,4.31017610192859
65165,3.35483206576143
65166,3.91640940201121
65167,2.50083126588486
65168,4.03130297571405
65169,3.91909553414234
65170,3.60723044110297
65171,5.15153566204854
65172,4.53369531378808
65173,3.95027655702816
65174,1.53222581808174
65175,3.97377727783567
65176,5.04847106864741
65177,3.77817656171133
65178,4.46870263727845
65179,3.01983930249475
65180,4.45427337245354
65181,3.34140461453555
65182,3.01408123379376
65183,4.91080937893629
65184,2.93093036140332
65185,4.29442510984847
65186,4.52853576827312
65187,3.65753947629301
65188,2.75740571326419
65189,4.88429728362583
65190,2.34544629576281
65191,4.096998763494
65192,2.90305393686056
65193,3.6145077217085
65194,4.55695084231921
65195,3.56097627399194
65196,2.95321545746183
65197,4.3761840288879
65198,3.37750657274086
65199,3.58180685605463
65200,2.29547088922467
65201,4.21493821002991
65202,3.83454034806145
65203,2.64530988825364
65204,3.26571284244433
65205,3.55808008169432
65206,2.82339383287045
65207,5.29493370793781
65208,4.09655725186367
65209,3.75707799923928
65210,3.14404656466458
65211,2.78827243285562
65212,4.27138545608745
65213,0.273100273141487
65214,3.35627379919427
65215,2.96956340022097
65216,2.4501704975192
65217,4.08307627629815
65218,3.08419633478093
65219,4.2161787768861
65220,4.01837774982383
65221,4.00677720851373
65222,3.70027736287987
65223,3.63733968833903
65224,3.93893465267668
65225,4.55090636117282
65226,4.16104061852147
65227,3.81983685261464
65228,5.28336803752502
65229,4.21011345438696
65230,5.11444107568997
65231,3.08283794012238
65232,3.92655134829814
65233,2.64285573170023
65234,3.06781458870572
65235,3.9286860958261
65236,3.55554291737382
65237,4.2773591180614
65238,4.29730659902792
65239,3.53712171010941
65240,4.86342551840078
65241,4.55135796513663
65242,3.80954094943254
65243,3.01902781057232
65244,3.92592995119943
65245,2.21186495331554
65246,4.0995348778869
65247,4.48037547570115
65248,3.28531523893432
65249,5.11934826953288
65250,3.72436900500007
65251,4.95378168366148
65252,5.46962502371348
65253,4.8159326568741
65254,3.97781507453158
65255,3.87240571198351
65256,4.33466972953613
65257,4.06377007305123
65258,3.81904618220221
65259,1.92635274355639
65260,4.65850136233503
65261,4.22995403846035
65262,2.95382659992631
65263,3.77307361043057
65264,1.87473474870193
65265,4.18819325809133
65266,4.46203751104103
65267,4.17084724072201
65268,1.71169508417461
65269,3.43492215774105
65270,3.54714200611661
65271,2.69289534985913
65272,3.58620603156773
65273,4.41170620769402
65274,3.75965973873856
65275,4.39281954654284
65276,3.19306040630209
65277,3.68063215170347
65278,1.41238837641286
65279,3.739543206085
65280,1.87836009298268
65281,3.66933178678073
65282,3.27366530115553
65283,4.41887310757104
65284,5.28824114262521
65285,3.0889024506513
65286,4.57809871641784
65287,3.76446640607374
65288,3.49731833664325
65289,3.92777464714809
65290,5.10724605996654
65291,3.30584588715533
65292,2.60178116226026
65293,2.78826724017239
65294,3.65002600888557
65295,3.45650180687783
65296,4.52004122564593
65297,3.33004128477277
65298,5.35064493000356
65299,0.892305120820106
65300,5.52394325237872
65301,2.69233748080999
65302,0.855104729643309
65303,3.58367039496893
65304,4.62655520146661
65305,3.18076723162969
65306,3.52687351322443
65307,4.38790601409776
65308,6.60126177452747
65309,3.49207640220415
65310,3.968879008732
65311,4.86904140569759
65312,3.64333642641415
65313,3.1739967221586
65314,4.40231954778882
65315,4.54517897354767
65316,4.40642034371915
65317,2.40548110631023
65318,5.37105878866432
65319,4.60529119350944
65320,6.19948463524755
65321,3.82731142176668
65322,3.58042570142426
65323,4.48833888479213
65324,3.54668118285255
65325,4.59281113606275
65326,4.34363091908355
65327,4.30458135601525
65328,4.17358131484017
65329,4.20275758757131
65330,4.34625895039939
65331,2.84583591807762
65332,2.06486969341991
65333,2.38736391400646
65334,3.80814506890762
65335,4.33985083239826
65336,3.83198149537738
65337,5.04327121299195
65338,2.19915167649504
65339,3.77467081104661
65340,3.83867825615386
65341,4.10608008958265
65342,2.62715718705604
65343,3.81835736625078
65344,4.31276076600533
65345,4.22375123803499
65346,3.73739651896724
65347,4.03587769600019
65348,3.77440283374391
65349,4.43487236888947
65350,3.74696118682519
65351,3.7356133240082
65352,3.57034499636858
65353,3.08426954373713
65354,4.33374665107043
65355,3.59217197325687
65356,2.31730783397675
65357,4.15370700386464
65358,4.07758956204353
65359,2.1917487892377
65360,2.1343375909524
65361,3.98496189724412
65362,4.10592528921214
65363,3.90442254193201
65364,2.58904902613531
65365,4.08557913298536
65366,3.38076808387971
65367,4.04581665762008
65368,3.8586672366482
65369,2.97338077972153
65370,4.74484684520945
65371,4.15641744437684
65372,3.44301972902656
65373,4.89873395372169
65374,4.61765266266152
65375,4.16262089885162
65376,4.28554163895395
65377,3.53882672887504
65378,2.60384913620078
65379,2.90930536413897
65380,4.21863184336056
65381,2.56385760480034
65382,4.47528950506614
65383,3.37496372667313
65384,2.1173782097496
65385,5.06394494156316
65386,4.00216283364288
65387,3.4452015585383
65388,4.88498043916565
65389,4.24532692113616
65390,5.06111085830128
65391,4.26031132969534
65392,3.42419789518915
65393,2.88100021643595
65394,3.94402705661994
65395,3.78400153993703
65396,3.59093422082428
65397,2.5177965549013
65398,3.66553815589198
65399,2.9037125632619
65400,4.569467904947
65401,3.79446363768147
65402,4.70349932744981
65403,3.35416636899268
65404,4.67597965650245
65405,4.17151982523723
65406,3.61523866730547
65407,0.0520790858247152
65408,3.23199445466367
65409,-0.335760018582289
65410,4.26426670886465
65411,4.13263883501729
65412,2.94676160022552
65413,4.55806311548584
65414,1.9273781337462
65415,4.17804229601126
65416,4.14284517432146
65417,4.88364387824719
65418,4.47264637597916
65419,3.71886894464062
65420,4.39835222911227
65421,4.52310968118847
65422,2.21443941318061
65423,3.63830017079064
65424,2.91149176843605
65425,3.72417607963908
65426,4.73157905402443
65427,4.39350464015506
65428,3.60812261001607
65429,2.72752951644206
65430,2.28159311657701
65431,3.71001263075855
65432,3.14551361761864
65433,4.32900177940204
65434,3.90145238262921
65435,2.94535790658596
65436,5.57899918609217
65437,4.63123077229969
65438,0.559003580012857
65439,4.01528033260776
65440,4.43399290555945
65441,2.83610052032992
65442,4.34428198380591
65443,2.56542935812178
65444,4.43628747216664
65445,1.17608538426503
65446,3.41796945379574
65447,4.20731580200477
65448,2.05150118675023
65449,3.56562055960802
65450,2.68091852621972
65451,2.23697757899661
65452,5.17551278725085
65453,1.76321066664648
65454,4.33430883549199
65455,5.46805702559707
65456,4.35292421026868
65457,2.79510298406773
65458,4.71343597412612
65459,4.40440659489541
65460,3.83240654135702
65461,3.76871202087113
65462,4.01605655198094
65463,4.72071680692418
65464,3.77074007454507
65465,3.38733936740066
65466,4.23450782870678
65467,4.08958192261773
65468,2.75611602102014
65469,4.90681443218631
65470,2.53748247786557
65471,2.87799478437416
65472,5.14422494056617
65473,3.95044738834099
65474,3.9459330584168
65475,4.89602950532896
65476,4.79647108365024
65477,2.7346527914595
65478,4.69965088339092
65479,3.50778666853263
65480,4.57672636822388
65481,3.02417761117932
65482,1.98653060984712
65483,3.32568513995768
65484,2.87930719793441
65485,4.80865054957261
65486,3.50394513338248
65487,1.85431014351958
65488,4.16461685566206
